time,N,ts,lat,lng,alt,speed,gps_v_accuracy,gps_h_accuracy,acc_ts,acc_x,acc_y,acc_z
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.2,0,-0.8
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.0,0,-1.0
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.2,0,-0.8
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.0,0,-1.0
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.2,0,-0.8
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.0,0,-1.0
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.2,0,-0.8
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.0,0,-1.0
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.2,0,-0.8
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.0,0,-1.0
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.2,0,-0.8
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.0,0,-1.0
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.2,0,-0.8
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.0,0,-1.0
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.2,0,-0.8
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.0,0,-1.0
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.2,0,-0.8
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.0,0,-1.0
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.2,0,-0.8
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.0,0,-1.0
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.2,0,-0.8
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.0,0,-1.0
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.2,0,-0.8
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.0,0,-1.0
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.2,0,-0.8
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.0,0,-1.0
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.2,0,-0.8
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.0,0,-1.0
0,0,0,60.174240000000005,24.80966,0,3,0,0,0,0.2,0,-0.8
0,0,0,60.17426,24.80932,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.0,0,-1.0
0,0,0,60.174330000000005,24.8091,0,5,0,0,0,0.15,0,-0.85
0,0,0,60.17443000000001,24.8089,0,6,0,0,0,0.0,0,-1.0
0,0,0,60.17455,24.808629999999997,0,7,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174609999999994,24.8084,0,8,0,0,0,0.1,0,-0.8
0,0,0,60.17463000000001,24.8083,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.12,0,-0.91
0,0,0,60.17465,24.80786,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.12,0,-0.91
0,0,0,60.17465,24.80786,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.12,0,-0.91
0,0,0,60.17465,24.80786,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.12,0,-0.91
0,0,0,60.17465,24.80786,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.12,0,-0.91
0,0,0,60.17465,24.80786,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.12,0,-0.91
0,0,0,60.17465,24.80786,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.12,0,-0.91
0,0,0,60.17465,24.80786,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.12,0,-0.91
0,0,0,60.17465,24.80786,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.12,0,-0.91
0,0,0,60.17465,24.80786,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.12,0,-0.91
0,0,0,60.17465,24.80786,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.12,0,-0.91
0,0,0,60.17465,24.80786,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.12,0,-0.91
0,0,0,60.17465,24.80786,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.12,0,-0.91
0,0,0,60.17465,24.80786,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.12,0,-0.91
0,0,0,60.17465,24.80786,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.12,0,-0.91
0,0,0,60.17465,24.80786,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.12,0,-0.91
0,0,0,60.17465,24.80786,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17465,24.80786,0,8,0,0,0,0.12,0,-0.91
0,0,0,60.17462,24.80751,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.1745,24.80669,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1745,24.80669,0,8,0,0,0,0.09,0,-0.76
0,0,0,60.17445,24.80635,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174369999999996,24.80582,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.17419,24.80464,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.174130000000005,24.80421,0,8,0,0,0,0.16,0,-0.9
0,0,0,60.173919999999995,24.802670000000003,0,9,0,0,0,0.0,0,-1.0
0,0,0,60.173916500000004,24.802673300000002,0,8,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
0,0,0,60.1738,24.80174,0,4,0,0,0,0.4,0,-0.9
0,0,0,60.1738,24.80174,0,4,0,0,0,0.0,0,-1.0
